时间 Time (ns),"最大链 (seg_0_PROA, 3227 原子)",平均 Rg
211.0,18.93982810217677,18.852827926860588
212.0,18.931949204572724,18.852827926860588
213.0,18.87168526718619,18.852827926860588
214.0,19.00253827584864,18.852827926860588
215.0,19.004140101293476,18.852827926860588
216.0,19.03556550997763,18.852827926860588
217.0,19.03438519249272,18.852827926860588
218.0,18.935603942098645,18.852827926860588
219.0,19.036108461338042,18.852827926860588
220.0,18.828247125446335,18.852827926860588
221.0,18.98768733304283,18.852827926860588
222.0,18.83396854591306,18.852827926860588
223.0,18.930257558389542,18.852827926860588
224.0,18.986364447229274,18.852827926860588
225.0,18.930963924078895,18.852827926860588
226.0,18.935854435728636,18.852827926860588
227.0,18.834298199454004,18.852827926860588
228.0,18.996404644844468,18.852827926860588
229.0,18.980211912549947,18.852827926860588
230.0,18.912714371160348,18.852827926860588
231.0,18.935112016553976,18.852827926860588
232.0,18.862063396706862,18.852827926860588
233.0,18.90541776460567,18.852827926860588
234.0,18.95286081495592,18.852827926860588
235.0,18.902816391269788,18.852827926860588
236.0,18.909226411381184,18.852827926860588
237.0,18.83546869474039,18.852827926860588
238.0,18.913944117151836,18.852827926860588
239.0,18.92016558125993,18.852827926860588
240.0,18.969452114620438,18.852827926860588
241.0,18.973562046440602,18.852827926860588
242.0,19.00747047592695,18.852827926860588
243.0,18.873745087409144,18.852827926860588
244.0,18.88659656566122,18.852827926860588
245.0,18.830159222502218,18.852827926860588
246.0,18.859492623855182,18.852827926860588
247.0,18.841682970615217,18.852827926860588
248.0,18.864975854669602,18.852827926860588
249.0,18.97294338286852,18.852827926860588
250.0,18.86689936865479,18.852827926860588
251.0,18.977915300424744,18.852827926860588
252.0,18.93786465894566,18.852827926860588
253.0,18.96623990159251,18.852827926860588
254.0,18.824282823373164,18.852827926860588
255.0,18.95449714816991,18.852827926860588
256.0,18.96385240815821,18.852827926860588
257.0,19.02759935117016,18.852827926860588
258.0,19.025278644809067,18.852827926860588
259.0,18.873986726913472,18.852827926860588
260.0,18.84296658745469,18.852827926860588
261.0,18.891659172033776,18.852827926860588
262.0,19.026360045956075,18.852827926860588
263.0,19.04651336940405,18.852827926860588
264.0,18.844574950211644,18.852827926860588
265.0,18.9207611946013,18.852827926860588
266.0,19.007845852541095,18.852827926860588
267.0,18.958518980585566,18.852827926860588
268.0,19.01504396229095,18.852827926860588
269.0,19.115937899986378,18.852827926860588
270.0,19.071081609487518,18.852827926860588
271.0,19.04865901917665,18.852827926860588
272.0,19.142358727156875,18.852827926860588
273.0,19.01391445676989,18.852827926860588
274.0,19.183947712904168,18.852827926860588
275.0,19.097949710965054,18.852827926860588
276.0,19.006049384301857,18.852827926860588
277.0,18.99216700216465,18.852827926860588
278.0,18.99503614830819,18.852827926860588
279.0,19.058859586658382,18.852827926860588
280.0,18.963631561022503,18.852827926860588
281.0,18.942556675362987,18.852827926860588
282.0,18.944591336152367,18.852827926860588
283.0,18.982620972725346,18.852827926860588
284.0,19.073721928786004,18.852827926860588
285.0,19.08154644568652,18.852827926860588
286.0,19.095748601165344,18.852827926860588
287.0,19.172688650212613,18.852827926860588
288.0,19.14609337027037,18.852827926860588
289.0,19.01438741549701,18.852827926860588
290.0,18.867351045417518,18.852827926860588
291.0,19.069536293813687,18.852827926860588
292.0,19.162984428188942,18.852827926860588
293.0,19.098420233596283,18.852827926860588
294.0,18.886490259775872,18.852827926860588
295.0,19.099330864831607,18.852827926860588
296.0,19.050253563711582,18.852827926860588
297.0,19.084166651985647,18.852827926860588
298.0,19.001518517075475,18.852827926860588
299.0,18.850115459780376,18.852827926860588
300.0,18.848036195541262,18.852827926860588
