时间 Time (ns),"最大链 (seg_0_PROA, 3227 原子)",平均 R_ee
212.0,28.232440836966227,19.961668582513894
213.0,27.73787986126695,19.961668582513894
214.0,23.2554698942058,19.961668582513894
215.0,28.986129304293545,19.961668582513894
216.0,26.675513788068443,19.961668582513894
217.0,29.346034133506667,19.961668582513894
218.0,26.304214188788812,19.961668582513894
219.0,20.468135000303164,19.961668582513894
220.0,21.30458538571433,19.961668582513894
221.0,25.840136094517455,19.961668582513894
222.0,17.444223085457267,19.961668582513894
223.0,17.232977014313917,19.961668582513894
224.0,27.133710266807018,19.961668582513894
225.0,25.566731403048593,19.961668582513894
226.0,21.416742798266448,19.961668582513894
227.0,22.595281022534987,19.961668582513894
228.0,23.989127865069168,19.961668582513894
229.0,18.289751768685445,19.961668582513894
230.0,19.45018521328158,19.961668582513894
231.0,24.611640297711425,19.961668582513894
232.0,23.764773663921417,19.961668582513894
233.0,23.041377701720897,19.961668582513894
234.0,15.975309284016667,19.961668582513894
235.0,23.748159798655628,19.961668582513894
236.0,20.24761327640025,19.961668582513894
237.0,17.383971173637875,19.961668582513894
238.0,20.799668376113026,19.961668582513894
239.0,25.378881563955208,19.961668582513894
240.0,15.404786210847305,19.961668582513894
241.0,17.073284008990665,19.961668582513894
242.0,20.13678610149917,19.961668582513894
243.0,19.135899417214215,19.961668582513894
244.0,20.491504489704244,19.961668582513894
245.0,25.96165086949483,19.961668582513894
246.0,25.668758276229408,19.961668582513894
247.0,17.93747679518501,19.961668582513894
248.0,23.54133095270794,19.961668582513894
249.0,28.044816495214132,19.961668582513894
250.0,25.03822677459481,19.961668582513894
251.0,27.336748923841807,19.961668582513894
252.0,24.157664275473653,19.961668582513894
253.0,25.973791453204203,19.961668582513894
254.0,28.581440553151456,19.961668582513894
255.0,29.26403215800722,19.961668582513894
256.0,26.631450173017054,19.961668582513894
257.0,27.6964209973951,19.961668582513894
258.0,29.25356398663949,19.961668582513894
259.0,28.58750270948649,19.961668582513894
260.0,25.099605136637933,19.961668582513894
261.0,27.1140119917278,19.961668582513894
262.0,30.268888021258093,19.961668582513894
263.0,31.99688183984724,19.961668582513894
264.0,31.140569075111962,19.961668582513894
265.0,28.886137843212477,19.961668582513894
266.0,26.950784624841702,19.961668582513894
267.0,27.358791631650902,19.961668582513894
268.0,31.61091732401771,19.961668582513894
269.0,24.6914579063789,19.961668582513894
270.0,21.23865300607529,19.961668582513894
271.0,34.58521854547237,19.961668582513894
272.0,37.77936796941051,19.961668582513894
273.0,28.39311963948233,19.961668582513894
274.0,31.764666337263908,19.961668582513894
275.0,28.66600684233755,19.961668582513894
276.0,31.666878028255756,19.961668582513894
277.0,29.22602286840394,19.961668582513894
278.0,34.47057967218448,19.961668582513894
279.0,33.390769596011026,19.961668582513894
280.0,31.213042010971634,19.961668582513894
281.0,28.044683365961912,19.961668582513894
282.0,34.099517707792764,19.961668582513894
283.0,28.086811207833335,19.961668582513894
284.0,32.97132798019348,19.961668582513894
285.0,30.51878883283426,19.961668582513894
286.0,29.87396962661391,19.961668582513894
287.0,31.179138341306242,19.961668582513894
288.0,35.549767256049094,19.961668582513894
289.0,36.479871630693964,19.961668582513894
290.0,35.501420717980096,19.961668582513894
291.0,34.88535579647079,19.961668582513894
292.0,33.02927641429148,19.961668582513894
293.0,24.379668335884556,19.961668582513894
294.0,36.32570162538345,19.961668582513894
295.0,33.72114728346991,19.961668582513894
296.0,31.43371070024752,19.961668582513894
297.0,31.637250280196096,19.961668582513894
298.0,25.156494598541812,19.961668582513894
299.0,29.51744452451191,19.961668582513894
300.0,31.562720523020435,19.961668582513894
